sample,seed,relative_l2_prediction_error,raw_spearman
86,0,0.04282673826284863,0.02362338843787998
86,1,0.03290019174561255,0.01620241309634504
86,2,0.04255142349138774,-0.023241642675774263
87,0,0.031163458563530765,-0.07472645912309563
87,1,0.03694627094534665,-0.1910126801552106
87,2,0.035457153820487884,-0.19168350126958011
88,0,0.03529528884638831,-0.14484962851369715
88,1,0.04137850620017476,-0.16368123480080107
88,2,0.045041641423910164,-0.11841426534225019
89,0,0.04149458153581495,-0.19378949556541017
89,1,0.03669189102844743,-0.09670276848937845
89,2,0.06871383200030443,-0.352767315910879
90,0,0.048926346127303066,-0.10195447169372718
90,1,0.043030375634768914,-0.02757319084829411
90,2,0.04691039824216844,0.11179398603461842
91,0,0.027888720498306287,0.11606445801444817
91,1,0.02544747132752483,0.008867838495100493
91,2,0.02330317724378037,0.21925854731421207
92,0,0.057733760138951984,-0.05458395545740647
92,1,0.06062722595949347,-0.12706435296116156
92,2,0.056684174219058206,-0.2812037989056576
93,0,0.02511428912896798,0.1744348244939561
93,1,0.02569115891737639,0.08237156676918675
93,2,0.03403765714709805,-0.03806259387740504
94,0,0.03539315359954973,0.014989494671339674
94,1,0.035537999762765726,-0.05426430289321221
94,2,0.02531579634312932,0.013971673610614403
95,0,0.04109756336400662,-0.11782142952936125
95,1,0.030586198365550564,-0.09672964648451468
95,2,0.03875289807824902,-0.1976704098419283
96,0,0.04670197043962867,0.017994041019955654
96,1,0.04927839205451838,0.10135926659394891
96,2,0.04207249545950413,0.021387575101924038
97,0,0.045601011042736256,-0.1567096751841785
97,1,0.0542022550742301,-0.01695001251698734
97,2,0.034117522770464453,-0.028598320935555394
98,0,0.05980013477832168,-0.2836043559115943
98,1,0.048156965042894344,-0.2806183950540018
98,2,0.05082395558703339,-0.2677808163757957
99,0,0.0616148346311975,0.23628190714183528
99,1,0.06327056505578597,0.08315891880051499
99,2,0.0607822243840347,0.24549853372434016
100,0,0.06425332920679573,0.012123462198698233
100,1,0.05369320337341053,0.15750086054287962
100,2,0.05113880214595278,0.16018380972391102
101,0,0.023449057478784546,0.017741969011515625
101,1,0.022011508932556493,0.0997960513375295
101,2,0.022385968651829135,0.07217793344539017
102,0,0.020255456571197008,-0.005756204849438523
102,1,0.018279244943419457,-0.07492190293970387
102,2,0.019871025851310797,-0.11406700388026607
103,0,0.07213600036988334,-0.29213292817037406
103,1,0.06961074779681233,-0.20494008609899148
103,2,0.10654130383464006,-0.18136305521779558
104,0,0.034746858710549396,0.1743474849796152
104,1,0.03620507733677019,-0.09257646538158928
104,2,0.03719118943405969,-0.005152439024390243
105,0,0.05687157458098042,0.1578336224161362
105,1,0.062290303368410536,0.22690317439739643
105,2,0.06285448717720454,0.23856650320077244
106,0,0.04251520516561444,0.02316902179743938
106,1,0.03598523359174179,0.1467977076031757
106,2,0.026326365597190367,0.13427854096631142
107,0,0.031860539411882285,0.053681849474286523
107,1,0.04091079376830317,-0.048237038212574204
107,2,0.03320735444716786,0.09962608853086329
108,0,0.04127827653477631,-0.12053277662542021
108,1,0.03562927880745365,-0.12541307175810026
108,2,0.04867117998178179,-0.21272948555182028
109,0,0.05858607162030502,0.23194194353050565
