sample,method,spearman,auroc,error_capture_top10,top10_overlap,relative_l2_correction_error,relative_A_correction_error,iterations_executed
15,diagonal_pcg20,0.7541420946284242,0.9997259205380391,0.4542764649131562,0.970873786407767,0.2302794518021882,0.10920806365136061,20.0
15,amg,0.9972560975609757,0.9999683754466968,0.45475994505343187,0.9902912621359223,0.12671299421067586,0.09270093633318643,
16,raw,0.13035752762677918,0.6968997396245111,0.13749787063681015,0.2621359223300971,,,
16,prediction_magnitude,0.23780078767613183,0.5075740805161127,0.08882513536798642,0.0,,,
16,boundary_distance,0.32941030614450506,0.5545839790012966,0.10129107595703706,0.0,,,
16,ensemble,0.022170132680065804,0.4045729104076405,0.08135787542586817,0.019417475728155338,,,
16,poisson_pcg5,0.9747229498962878,0.9979654870708284,0.25652436558395864,0.9320388349514563,0.13189362072807811,0.12926368896880375,5.0
16,poisson_pcg10,0.9985874468028036,0.9998629602690196,0.2580383227737308,0.9805825242718447,0.028047339872929747,0.032389373327162116,10.0
16,poisson_pcg20,0.9999609291180886,1.0,0.25805720496599616,1.0,0.0031413729336113297,0.0033679521723855386,20.0
16,poisson_pcg40,0.9999999888241183,1.0,0.25805720496599616,1.0,2.2628603406463993e-05,3.273641488731695e-05,40.0
16,poisson_pcg80,1.0,1.0,0.25805720496599616,1.0,1.083806617604218e-09,1.7942596519031607e-09,80.0
16,cg20,0.700629928563765,0.9719490212200753,0.24832445902915146,0.7669902912621359,0.5077573943878841,0.2773169671662522,20.0
16,diagonal_pcg20,0.922148272655747,0.9847358822723296,0.2514112401333316,0.7864077669902912,0.21339779209279572,0.07923623230718779,20.0
16,amg,0.9979520644088405,0.9997470035735745,0.2579579609287213,0.970873786407767,0.05428854583761571,0.05089491376204982,
17,raw,-0.171847764376654,0.4915193489558627,0.04096455812740496,0.038834951456310676,,,
17,prediction_magnitude,0.7540486866103998,0.9615972507721662,0.29082560814175495,0.6699029126213593,,,
17,boundary_distance,0.6998090602862654,0.9601372505613358,0.2823557474946752,0.6882171226831422,,,
17,ensemble,0.5006913623846648,0.8994866280847116,0.24057661220438475,0.47572815533980584,,,
17,poisson_pcg5,0.9793799062120019,0.9855264961049092,0.3089800429661733,0.7766990291262136,0.29000154330021427,0.32862339305311977,5.0
17,poisson_pcg10,0.9980140905514626,0.9998102526801809,0.32091966934303606,0.9805825242718447,0.05238593641682543,0.09120444117077407,10.0
17,poisson_pcg20,0.9999762288999356,0.9999894584822323,0.32123451111867485,0.9902912621359223,0.0029233212609623793,0.008570726497758455,20.0
17,poisson_pcg40,0.9999999441205921,1.0,0.32124251658048975,1.0,1.7393642849262735e-05,7.356392198646649e-05,40.0
17,poisson_pcg80,1.0,1.0,0.32124251658048975,1.0,1.024264824592578e-09,4.526551136831542e-09,80.0
17,cg20,0.4992743164830842,0.7955894289659825,0.21506962828296494,0.36893203883495146,0.8431422615236958,0.5973005039011338,20.0
17,diagonal_pcg20,0.9057862456190543,0.9891738612525431,0.3084017370864966,0.7766990291262136,0.26254050751537805,0.17995952463023115,20.0
17,amg,0.9982109537050281,0.9997997111624132,0.32105778746377733,0.970873786407767,0.13383903003085953,0.1086841495898144,
18,raw,0.03698544006151205,0.5459241221551079,0.10230777022009634,0.13592233009708737,,,
18,prediction_magnitude,0.4292703490451326,0.6385735218156711,0.12088895028304619,0.02912621359223301,,,
18,boundary_distance,0.3992898488866315,0.6678420458977684,0.14436514693948083,0.17100617828773168,,,
18,ensemble,0.35698393131750233,0.6081928676090783,0.11398898916402765,0.038834951456310676,,,
18,poisson_pcg5,0.9286608388169658,0.9719068551490043,0.22314901989531943,0.7378640776699029,0.2502908127610774,0.18749054634599616,5.0
18,poisson_pcg10,0.9929325848472926,0.9980498192129703,0.23573184978173148,0.9611650485436893,0.07154134944440865,0.058600126891702464,10.0
18,poisson_pcg20,0.9998893699485013,1.0,0.2364348335257408,1.0,0.007282982394366126,0.0068483323806436255,20.0
18,poisson_pcg40,0.9999999105929473,1.0,0.2364348335257408,1.0,5.7051018740392396e-05,8.531272173850639e-05,40.0
18,poisson_pcg80,1.0,1.0,0.2364348335257408,1.0,5.251837405930579e-09,8.189807621703958e-09,80.0
18,cg20,0.620363741416923,0.8895670598652794,0.18726233582754997,0.4563106796116505,0.5868132858767763,0.26848244008518424,20.0
18,diagonal_pcg20,0.7904085008225447,0.9383110380232546,0.21530331777168135,0.6019417475728155,0.3920881634751415,0.1028790973476163,20.0
18,amg,0.9956525038445031,0.9975122018068161,0.23522437454001063,0.8932038834951457,0.10273863875466596,0.08238567495214921,
19,raw,-0.03691966999856948,0.525399787061341,0.07201459589411605,0.04854368932038835,,,
19,prediction_magnitude,0.5174981448036621,0.8377133339658244,0.20407954604420472,0.4854368932038835,,,
19,boundary_distance,0.4817369850812434,0.7624627093808967,0.15011186689508466,0.24801412180052954,,,
19,ensemble,0.3908452207460124,0.6966467431980856,0.1808262884074417,0.2912621359223301,,,
19,poisson_pcg5,0.9447212735140548,0.9759020903829734,0.251969807848262,0.7961165048543689,0.22464339851203668,0.2023597064951226,5.0
19,poisson_pcg10,0.9943747653064873,0.9992515522384913,0.2616253331851928,0.9805825242718447,0.052669459191102934,0.06487426491306625,10.0
19,poisson_pcg20,0.9999437406122595,1.0,0.2619243263464267,1.0,0.004718553179467217,0.0070710797105342366,20.0
19,poisson_pcg40,0.9999998658894214,1.0,0.2619243263464267,1.0,4.258728380781315e-05,7.605872270885292e-05,40.0
19,poisson_pcg80,1.0,1.0,0.2619243263464267,1.0,3.2698645682725793e-09,5.8056553200859695e-09,80.0
19,cg20,0.5229167262713682,0.852387126698502,0.21018954350145566,0.5339805825242718,0.648029932638278,0.32245942538181144,20.0
19,diagonal_pcg20,0.9091289853193619,0.9691766020471627,0.241186388116512,0.6601941747572816,0.2504988065461733,0.09295136789091363,20.0
