sample,method,spearman,auroc,error_capture_top10,top10_overlap,corrected_prediction_relative_l2,relative_l2_correction_error,iterations_executed
19,raw,0.41814946400472064,0.8551068382825759,0.26897815894297217,0.5242718446601942,,,
19,prediction_magnitude,0.4861597435805736,0.6245322201490571,0.10497309648907895,0.0,,,
19,ensemble,0.21066785950575778,0.6850721566891201,0.196408769884896,0.33980582524271846,,,
19,cg20,0.3959189480366211,0.8470636602257993,0.24336005381985118,0.4854368932038835,0.013719446483817397,0.8794831193779382,20.0
19,diagonal_pcg20,0.12742789321221656,0.603438643095833,0.15900033432908936,0.18446601941747573,0.01796462521380328,1.1516196837917239,20.0
19,poisson_pcg20,0.9999994412059222,0.9999894584822323,0.35450595982244254,0.9902912621359223,4.124370828359235e-06,0.00026439219146889815,20.0
19,amg,0.9733195273943207,0.9959942232482633,0.35134069387573474,0.912621359223301,0.003447662593516594,0.22101190859887493,
20,raw,0.4819065718653887,0.835520698270137,0.27214599899930475,0.4854368932038835,,,
20,prediction_magnitude,0.6451449400078678,0.8483497253934621,0.130094661344496,0.11650485436893204,,,
20,ensemble,0.5960021860024318,0.8926768076067593,0.271938807348388,0.5048543689320388,,,
20,cg20,0.4727767930584364,0.7995952057177192,0.23914430601002318,0.39805825242718446,0.022504049238899072,0.947958741333307,20.0
20,diagonal_pcg20,0.1066948894928832,0.5154064282175348,0.14158361006702438,0.14563106796116504,0.024024397494275446,1.0120017676906998,20.0
20,poisson_pcg20,0.9999987371253843,1.0,0.37195033615201,1.0,5.952164595922082e-06,0.0002507284977321265,20.0
20,amg,0.8781251676382232,0.8953543531197622,0.27232671971173317,0.3883495145631068,0.012082021095457031,0.5089420747717942,
21,raw,0.12130762284529004,0.4780051231776351,0.11640060434074398,0.0970873786407767,,,
21,prediction_magnitude,0.2981664960482082,0.6998935306705459,0.16758553390439626,0.22330097087378642,,,
21,ensemble,0.2756368129068021,0.5881218177793238,0.12944512407195027,0.10679611650485436,,,
21,cg20,0.3551761095415206,0.5835678821036653,0.20413714871094402,0.2815533980582524,0.03065306255425992,0.7807924336540786,20.0
21,diagonal_pcg20,0.9548644589085187,0.9989669312587627,0.32146252548170395,0.9320388349514563,0.005217775864874943,0.13290678243277357,20.0
21,poisson_pcg20,0.9999958537479435,1.0,0.3227394631185085,1.0,3.253913053188345e-05,0.000828834211002719,20.0
21,amg,0.9888184969780415,0.9998524187512519,0.32243666716376673,0.9805825242718447,0.005308820598354841,0.1352258668276631,
22,raw,0.05081646520277519,0.6484720069995678,0.15253055410716304,0.1941747572815534,,,
22,prediction_magnitude,0.6320927732279522,0.8675247462129597,0.21624247451486564,0.34951456310679613,,,
22,ensemble,0.5630035963986839,0.914982659203272,0.3296900045546793,0.49514563106796117,,,
22,cg20,0.1263778856126171,0.7335420553851344,0.2532595311422548,0.4563106796116505,0.1294022454264548,0.842855479159539,20.0
22,diagonal_pcg20,0.34605931710893356,0.8908320419974067,0.3119038884508717,0.6310679611650486,0.10840235869934053,0.7060736981993501,20.0
22,poisson_pcg20,0.9999892152743007,1.0,0.4174021615824819,1.0,0.00011691976064531051,0.0007615513977918587,20.0
